"Practice Name","Phone","Address","Owner Name","Language","Status","Last Contact","Notes","Assigned To","Owner Title","Vertical","Lead Score","Company LinkedIn","Owner LinkedIn","Owner Email Status","Founded Year"
"Glint Dental","(512) 653-4009","Texas","","English","new","","Score 8/10 | apollo:646335f82e0a6600d967154c","","","dental","8","http://www.linkedin.com/company/glint-dental","","","2022"
"Greenspoint Dental","(281) 823-9987","Texas","","English","new","","Score 7/10 | apollo:54fca2547369640130641000","","","dental","7","http://www.linkedin.com/company/greenspoint-dental","","","1997"
"Eagle Dental Management","(214) 296-4858","Texas","","English","new","","Score 8/10 | apollo:5f996ff5f701a0008c3d16a0","","","dental","8","http://www.linkedin.com/company/eagle-dental-management","","","2020"
"GLO Dental Group","","Texas","Christian Do**z","English","new","","Score 9/10 | apollo:662e32e72def9801c7592b84","","Business Owner","dental","9","http://www.linkedin.com/company/glo-dental-group","","verified",""
"Origins Specialty Dentistry","(210) 460-0749","Texas","","English","new","","Score 8/10 | apollo:5fc82bbbee5add0001cd993a","","","dental","8","http://www.linkedin.com/company/origins-specialty-dentistry","","","2019"
"Reliable Dental Laboratory","(855) 808-5511","Texas","","English","new","","Score 7/10 | apollo:54a1b9d97468695c829d340b","","","dental","7","http://www.linkedin.com/company/reliable-dental-laboratory","","","1963"
"Nomad Dental","(469) 778-4006","Texas","","English","new","","Score 8/10 | apollo:5b149428a6da98713ccd4c89","","","dental","8","http://www.linkedin.com/company/nomad-dental","","","2017"
"Valley View Dental | Dr. Irina Hayrapetyan","(972) 241-4684","Texas","Nick Po**o","English","new","","Score 10/10 | apollo:5500b1547369642da7161900","","Owner","dental","10","http://www.linkedin.com/company/valleyviewdentaltexas","","unverified","2011"
"""Mark A Venincasa DDS, Venincasa Dental""","(972) 250-2580","Texas","Mark Ve**a","English","new","","Score 9/10 | apollo:54a1b70674686945faaa5c0a","","Owner-dentist","dental","9","http://www.linkedin.com/company/mark-a-venincasa-dds","","verified","1986"
"Texas Academy of General Dentistry","(512) 244-0577","Texas","Francine Jo**n","English","new","","Score 9/10 | apollo:54a11d2a69702d8aa144de00","","Chief Executive Director/CEO","dental","9","http://www.linkedin.com/company/texas-academy-of-general-dentistry","","verified","1961"
"Nuve Dental Group","(214) 214-6883","Texas","","English","new","","Score 8/10 | apollo:614d7e7aa070330001ad8ec7","","","dental","8","http://www.linkedin.com/company/nuve-dental-group","","","2020"
"Green Apple Pediatric Family Dentistry and Braces","(512) 917-4550","Texas","","English","new","","Score 8/10 | apollo:5e5826dd3f9e640001a54bfa","","","dental","8","http://www.linkedin.com/company/green-apple-pediatric-family-dentistry-and-braces","","","2014"
"BLVD Dentistry","(737) 990-4135","Texas","","English","new","","Score 7/10 | apollo:66e5e2a33ce0e400016420fe","","","dental","7","http://www.linkedin.com/company/blvd-dentistry","","",""
"CHILDRENS DENTISTRY OF TEXAS","(281) 763-2627","Texas","","English","new","","Score 7/10 | apollo:66d3ba3a4faaef0001fd37af","","","dental","7","http://www.linkedin.com/company/childrens-dentistry-of-texas","","",""
"My Child's Dentist","(210) 692-1919","Texas","","English","new","","Score 7/10 | apollo:54fca3927369647e00f21900","","","dental","7","http://www.linkedin.com/company/mychildsdentist","","","2001"
"My Dental","(281) 494-7645","Texas","","English","new","","Score 8/10 | apollo:5da14d62ae6c1d000155e8fb","","","dental","8","http://www.linkedin.com/company/mydentaloftexas","","","2012"
"Advanced Dental Care of Austin,advanceddentalcareofaustin.com","","Texas","""General Dentist","English","new","","Score 9/10 | apollo:54a11f2a69702d94a4e4a301","","Owner""","dental","9","Justin Lo**e","","verified",""
"""Cosmetic Dentistry of San Antonio, PLLC""","(210) 493-9944","Texas","","English","new","","Score 8/10 | apollo:5ed250d432d00d00018d88f8","","","dental","8","http://www.linkedin.com/company/cosmetic-dentistry-of-san-antonio","","","2010"
"""William H. Miller, D.M.D., P.A., General, Cosmetic, Implant Dentistry, North Dallas Texas""","(214) 692-1050","Texas","","English","new","","Score 7/10 | apollo:5500ceb273696460de567c00","","","dental","7","http://www.linkedin.com/company/william-h-miller-d-m-d-","","","1985"
"""Authentic Dental Laboratory, Inc.""","(210) 735-1433","Texas","","English","new","","Score 7/10 | apollo:5e5763d7f0173400015f7baf","","","dental","7","http://www.linkedin.com/company/authentic-dental-lab-inc","","","1984"
"Voss Dental","(713) 322-8811","Texas","","English","new","","Score 7/10 | apollo:5fd853ea6895b900013d9dfd","","","dental","7","http://www.linkedin.com/company/vossdental","","","2001"
"West U Smiles - Pediatric Dentistry & Orthodontics","(781) 312-7850","Texas","Julie Lo**a","English","new","","Score 9/10 | apollo:66dda63cd6a4bc00015f53c8","","Board Certified Pediatric Dentist & Co-Founder","dental","9","http://www.linkedin.com/company/west-u-smiles---pediatric-dentistry-&-orthodontics","","verified",""
"Breakaway Seminars","","Texas","","English","new","","Score 7/10 | apollo:56da5cdcf3e5bb3ff20019d2","","","dental","7","http://www.linkedin.com/company/breakawayseminars","","","2006"
"Breeze,breezeoralcare.com","","Texas","""Founder","English","new","","Score 10/10 | apollo:66756f101c4b290001400cf7","","CEO""","dental","10","Joshua Tu**l","","unverified",""
"Smile Structure Dentistry and Braces","","Texas","","English","new","","Score 8/10 | apollo:559212c27369641893b05000","","","dental","8","http://www.linkedin.com/company/smile-structure-dentistry-and-braces","","","2010"
"""Austin Cosmetic Dentistry by Tejas Patel, DDS""","(512) 476-2336","Texas","Tejas Pa**l","English","new","","Score 9/10 | apollo:5dee04524a7375008c1c6326","","Owner/ Cosmetic Dentist","dental","9","http://www.linkedin.com/company/austin-cosmetic-dentistry-by-tejas-patel-dds","","verified","2003"
"Mysa Dental","(210) 564-9044","Texas","","English","new","","Score 8/10 | apollo:63736a0a8796ad0001268319","","","dental","8","http://www.linkedin.com/company/mysa-dental","","","2012"
"""Cohen Law Firm, PLLC Dental Law Firm""","(972) 294-7531","Texas","","English","new","","Score 8/10 | apollo:6364c85370741d000135c2d2","","","dental","8","http://www.linkedin.com/company/cohen-law-firm-pllc","","","2011"
"""VISTA HILLS FAMILY DENTAL, LLC""","(915) 592-2097","Texas","","English","new","","Score 7/10 | apollo:6502e357fa47320001245d38","","","dental","7","http://www.linkedin.com/company/vista-hills-family-dental-llc","","",""
"""Consultants in Dental Aesthetics- Michael J. Landry, DDS""","(281) 370-8786","Texas","Mary La**y","English","new","","Score 9/10 | apollo:5500b0107369642d9fa90a00","","Executive Director and Co-Owner","dental","9","http://www.linkedin.com/company/consultants-in-dental-aesthetics--michael-j-landry-dds","","unverified","1981"
"Cosmetic Dental Texas","(713) 654-7756","Texas","","English","new","","Score 7/10 | apollo:54a12a9669702d9b8bbb2f02","","","dental","7","http://www.linkedin.com/company/cosmetic-dental-texas-the-dentistry-of-dr-ka-ron-y-wade","","","1991"
"38th Street Dental","(512) 458-6222","Texas","","English","new","","Score 7/10 | apollo:57c4b625a6da98370bc94431","","","dental","7","http://www.linkedin.com/company/38th-street-dental","","","1997"
"Robinson Dentistry Dallas","(214) 321-6441","Texas","","English","new","","Score 7/10 | apollo:55ea52abf3e5bb5908001bfc","","","dental","7","http://www.linkedin.com/company/robinson-dentistry-dallas","","","2004"
"Carlson Dental Group","(904) 262-8409","Texas","","English","new","","Score 7/10 | apollo:54a1182769702d4c9cd70a00","","","dental","7","http://www.linkedin.com/company/carlson-dental-group","","",""
"PARS DENTAL INC.","(713) 465-8239","Texas","","English","new","","Score 7/10 | apollo:5e57c09df5f6f30001291199","","","dental","7","http://www.linkedin.com/company/parsdental","","",""
"Dallas County Dental Society","(972) 386-5741","Texas","","English","new","","Score 7/10 | apollo:5e5701a0b38e5000017d35c5","","","dental","7","http://www.linkedin.com/company/dallas-county-dental-society","","","1908"
"Lean Dental Design","(417) 426-5577","Texas","","English","new","","Score 8/10 | apollo:5da15b7769552400018f9e9e","","","dental","8","http://www.linkedin.com/company/lean-dental-design","","","2018"
"VIPS Dental","(972) 677-7825","Texas","","English","new","","Score 7/10 | apollo:56d5ac3bf3e5bb33c7001e27","","","dental","7","http://www.linkedin.com/company/vips-dental","","","1990"
"UNIQA Dental","","Texas","Daniel Go**n","English","new","","Score 10/10 | apollo:5ed0444c60acf300016f11e1","","Founder & CEO","dental","10","http://www.linkedin.com/company/uniqa-dental","","verified","2016"
"Zara Dental","(713) 766-1122","Texas","","English","new","","Score 7/10 | apollo:5e571b8d6e3fe30001278c1c","","","dental","7","http://www.linkedin.com/company/zara-dental-bissonnet","","",""
"Austin Laser Dentist","(512) 346-4690","Texas","","English","new","","Score 7/10 | apollo:5b8314f1f874f7038c598d39","","","dental","7","http://www.linkedin.com/company/austin-laser-dentist","","","1985"
"Kids World Pediatric Dentistry","(210) 787-1200","Texas","Luis Mo**a","English","new","","Score 10/10 | apollo:5a9f4508a6da98d970179222","","Co-Founder & Director of Operations","dental","10","http://www.linkedin.com/company/kids-world-pediatric-dentistry","","verified","2013"
"Globalcare","(469) 809-4704","Texas","Aldo Fa**h","English","new","","Score 10/10 | apollo:63870e5572234a0001a4f40d","","Co-Founder","dental","10","http://www.linkedin.com/company/globalcarenetwork","","verified","2022"
"Village Dental Care LLC","(972) 992-5223","Texas","Chris Mei","English","new","","Score 10/10 | apollo:57c4d10ca6da986a37a2017e","","Owner","dental","10","http://www.linkedin.com/company/village-dental-care-by-owner","","unverified","2012"
"ARCHPOINT Implant Dentistry","(844) 281-6446","Texas","","English","new","","Score 7/10 | apollo:5e57ed49111d140001638e11","","","dental","7","http://www.linkedin.com/company/archpoint-implant-dentistry","","",""
"The Hills Dental Spa","(512) 347-0044","Texas","Bo Ch**i","English","new","","Score 9/10 | apollo:55921d8f73696418e9dc7700","","Company Owner","dental","9","http://www.linkedin.com/company/the-hills-dental-spa","","verified",""
"Smile Structure Dentistry and Braces","(210) 405-7268","Texas","","English","new","","Score 7/10 | apollo:6049a604666ef70001756bf0","","","dental","7","http://www.linkedin.com/company/smile-structure-pllc","","","2009"
"FastNewSmile® Dental Implant Center","(214) 521-5900","Texas","Wayne Br**n","English","new","","Score 9/10 | apollo:5f4988d084af000001fb7c94","","Owner","dental","9","http://www.linkedin.com/company/fastnewsmile","","verified",""
"The Dentists For Kids","(210) 696-2563","Texas","","English","new","","Score 7/10 | apollo:54a129f369702dab375cf601","","","dental","7","http://www.linkedin.com/company/the-dentists-for-kids","","","1975"
"Jamboree Dentistry","(832) 834-7973","Texas","James Sp**r","English","new","","Score 10/10 | apollo:54fca3dd7369647df5cd2000","","Owner","dental","10","http://www.linkedin.com/company/jamboree-dentistry","","unverified","2011"
"Pearl Shine Dental","(281) 477-7200","Texas","Harpreet Sa**i","English","new","","Score 10/10 | apollo:5b864b5bf874f725089bb731","","Business Owner","dental","10","http://www.linkedin.com/company/pearl-shine-dental","","verified","2018"
"Love Dental","(215) 972-0955","Texas","Philip Lo**e","English","new","","Score 9/10 | apollo:66e762bed18deb0001123553","","Dentist and Owner","dental","9","http://www.linkedin.com/company/love-dental","","verified",""
"San Antonio Dental Center","(210) 800-9691","Texas","Frank Ar**n","English","new","","Score 10/10 | apollo:5da41de0988bdd0001929951","","Owner/President","dental","10","http://www.linkedin.com/company/san-antonio-dental-center","","verified","2012"
"Austin Dental Spa","(512) 452-9296","Texas","Mark Sw**y","English","new","","Score 9/10 | apollo:5a9ec0d4a6da98d9852e2d36","","Owner","dental","9","http://www.linkedin.com/company/austin-dental-spa","","verified","1979"
"Latimer Dental Arts","(713) 522-3600","Texas","","English","new","","Score 7/10 | apollo:5fc8686529d43100011be591","","","dental","7","http://www.linkedin.com/company/latimer-dental-arts","","","2000"
"Joshua Austin DDS & Associates","(210) 408-7999","Texas","","English","new","","Score 7/10 | apollo:6726615545d4350001053169","","","dental","7","http://www.linkedin.com/company/joshua-austin-dds-pllc","","","2009"
"Marquette Dentistry","(713) 275-8581","Texas","","English","new","","Score 7/10 | apollo:5a9e400aa6da98d9977ad613","","","dental","7","http://www.linkedin.com/company/marquette-dentistry","","","2004"
"W Dental Group","(210) 523-0000","Texas","Thomas Wa**s","English","new","","Score 9/10 | apollo:55ea95f9f3e5bb143000a2dc","","Owner","dental","9","http://www.linkedin.com/company/w-dental-group","","verified","1984"
"National Dental Care","(832) 930-7758","Texas","Wendy Tan","English","new","","Score 9/10 | apollo:6402614244ef2900dbf8fcda","","Dental Practice Owner","dental","9","http://www.linkedin.com/company/national-dental-care-houston","","unverified",""
"Dental Space Advisors","(972) 231-8900","Texas","","English","new","","Score 7/10 | apollo:556dbe237369641226848201","","","dental","7","http://www.linkedin.com/company/dental-space-advisors","","","2001"
"Stevenson's Dental Ark","(915) 855-2337","Texas","","English","new","","Score 7/10 | apollo:614e95c35502630001617237","","","dental","7","http://www.linkedin.com/company/stevenson-s-dental-ark","","",""
"Complete Specialty Solutions","(877) 459-3220","Texas","","English","new","","Score 8/10 | apollo:5e5615969d5ff70001d75e74","","","dental","8","http://www.linkedin.com/company/complete-specialty-solutions","","","2018"
"North Dallas Dental Group","(972) 407-1333","Texas","","English","new","","Score 7/10 | apollo:666d12687c7fd70001f7629d","","","dental","7","http://www.linkedin.com/company/north-dallas-dental-group","","","1990"
"Galleria Periodontics and Dental Implants","(713) 784-6065","Texas","","English","new","","Score 7/10 | apollo:6049b9116c0241000178db83","","","dental","7","http://www.linkedin.com/company/galleriaperio","","",""
"Oral Designs Dental Laboratory","(210) 828-8102","Texas","","English","new","","Score 7/10 | apollo:54a197d77468695860ae0d00","","","dental","7","http://www.linkedin.com/company/oral-designs-dental-laboratory","","","1975"
"Toothbar","(512) 949-8202","Texas","Kimberley Ba**y","English","new","","Score 10/10 | apollo:60aea65a34e1210001d57611","","Owner | Co-Founder | General & Cosmetic Dentist","dental","10","http://www.linkedin.com/company/toothbar","","verified","2018"
"New Heights Dental & Braces","(210) 828-5300","Texas","","English","new","","Score 7/10 | apollo:5f1ae9e83371da008c872f19","","","dental","7","http://www.linkedin.com/company/new-heights-dental","","","1995"
"Membersy","(877) 545-4188","Texas","","English","new","","Score 8/10 | apollo:5e55c8df21e69a0001254f0e","","","dental","8","http://www.linkedin.com/company/membersy","","","2015"
"Jarvis Analytics","(866) 952-7847","Texas","","English","new","","Score 8/10 | apollo:5de53da34e0e4300f28ee236","","","dental","8","http://www.linkedin.com/company/jarvisanalytics","","","2017"
"PLUS Orthodontics","(214) 227-8847","Texas","","English","new","","Score 8/10 | apollo:6358c5e493125a00a314562a","","","dental","8","http://www.linkedin.com/company/plus-orthodontics","","","2022"
